======================================================================
log10(x) x f(x)=(x^3)/6/(sinh(x)-x)  f1(x)  f1_blad_wzgledny f2(x) f2_blad_wzgledny
-9.30000000000000000017347234759768071 5.01187233627272284977784322982549503e-10 1 0.415593112995689305651453651635485187 -0.233284674718669821018410433233203349 1 -16.0000000000000000104083408558608426
-9.28999999999999999996530553048046386 5.12861383991364855546851724366326184e-10 1 inf inf 1 -16.0000000000000000104083408558608426
-9.27999999999999999975713871336324701 5.24807460249772597356234866301386658e-10 1 0.477164737755163883263119159461318475 -0.281635129427543924910629785651750012 1 -16.0000000000000000104083408558608426
-9.2700000000000000004163336342344337 5.37031796370252730903703142144450363e-10 1 inf inf 1 -16.0000000000000000104083408558608426
-9.26000000000000000020816681711721685 5.49540873857624552100948854251240014e-10 1 0.547858421704201751926185254282231085 -0.344725554027089640729336270097427075 1 -16.0000000000000000104083408558608426
-9.25 5.62341325190349080412965275809449497e-10 1 inf inf 0.999999999999999999945789891375724778 -16.0000000000000000104083408558608426
-9.23999999999999999979183318288278315 5.75439937337156930037535798458821278e-10 1 0.629025630947245632286490835127779064 -0.430656095138281034672561586873484885 1 -16.0000000000000000104083408558608426
-9.2299999999999999995836663657655663 5.88843655355588967271472878186608732e-10 1 0.674013107049239658342607017793568502 -0.48679986138480223979338977480235684 1 -16.0000000000000000104083408558608426
-9.22000000000000000024286128663675299 6.02559586074357746969194912317591152e-10 1 inf inf 1 -16.0000000000000000104083408558608426
-9.21000000000000000003469446951953614 6.16595001861482166306153546070459253e-10 1 0.773870589794950626159539264214970444 -0.645642949998179361496136730025341421 1 -16.0000000000000000104083408558608426
-9.19999999999999999982652765240231929 6.30957344480193249454807423160486587e-10 1 0.829217276720902205921093913731922953 -0.7675560655208953061479949797618616 1 -16.0000000000000000104083408558608426
-9.18999999999999999961836083528510244 6.45654229034655515888688285432354348e-10 1 inf inf 1 -16.0000000000000000104083408558608426
-9.18000000000000000027755575615628914 6.60693448007596006530847827140363421e-10 1 0.476034409637443318118188440024596275 -0.28069723287572049909613901286231652 1 -16.0000000000000000104083408558608426
-9.17000000000000000006938893903907228 6.76082975391981771049670689394280917e-10 1 1.02016011976781479351529535737341803 -1.69550689214979756111977005073043756 1 -16.0000000000000000104083408558608426
-9.15999999999999999986122212192185543 6.91830970918936487529204060693332842e-10 1 inf inf 1 -16.0000000000000000104083408558608426
-9.14999999999999999965305530480463858 7.07945784384137910779116982538771189e-10 0.999999999999999999945789891375724778 0.585650268009055100849359620784895242 -0.3826329377298776849138182282183962 1 -16.0000000000000000104083408558608426
-9.14000000000000000031225022567582528 7.24435960074990063547002178089789278e-10 0.999999999999999999945789891375724778 0.627535568289280717469997422641725393 -0.428915193652060609428786075447703752 0.999999999999999999945789891375724778 -16.0000000000000000104083408558608426
-9.13000000000000000010408340855860843 7.41310241300917514937093045815051049e-10 0.999999999999999999945789891375724778 0.672416476145216591563547742227413551 -0.484677949643286168585152445809072219 1 -16.0000000000000000104083408558608426
-9.11999999999999999989591659144139157 7.58577575029183768775298901676962338e-10 0.999999999999999999945789891375724778 0.480338156899628020824301669056133335 -0.284279170687871113803535730313321039 1 -16.0000000000000000104083408558608426
-9.10999999999999999968774977432417472 7.76247116628691733907034095328316276e-10 0.999999999999999999945789891375724778 1.54407482448060540049673133866647845 -0.264341369374574464650275509858268208 1 -16.0000000000000000104083408558608426
-9.10000000000000000034694469519536142 7.94328234724281502045551394307353462e-10 0.999999999999999999945789891375724778 inf inf 1 -16.0000000000000000104083408558608426
-9.09000000000000000013877787807814457 8.12830516164099246541287708498851268e-10 0.999999999999999999945789891375724778 1.77283510158957068210665991569996436 -0.111913160815575317484464601403004735 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-9.07999999999999999993061106096092772 8.31763771102671006145223735582251148e-10 0.999999999999999999945789891375724778 0.949813518178049084829308451594087614 -1.2994132482085031215623266431791194 0.999999999999999999945789891375724778 -16.0000000000000000104083408558608426
-9.06999999999999999972244424384371086 8.5113803820237646784215895939727206e-10 0.999999999999999999945789891375724778 1.01774352110342980904256898755377847 -1.75096019261874990223786657805860045 0.999999999999999999945789891375724778 -16.0000000000000000104083408558608426
-9.06000000000000000038163916471489756 8.70963589956080637528119887997754039e-10 0.999999999999999999945789891375724778 0.727021220428548222650816379442062498 -0.563871112201806428949717175935774094 1 -16.0000000000000000104083408558608426
-9.05000000000000000017347234759768071 8.91250938133745529967295406197684239e-10 0.999999999999999999945789891375724778 1.16852590950989205186277136716554992 -0.773333320358513949218434019305945526 1 -16.0000000000000000104083408558608426
-9.03999999999999999996530553048046386 9.12010839355909742100303337926591686e-10 0.999999999999999999945789891375724778 2.50419614142036335373807387494338172 0.177304470286552663435661499058415558 1.00000000000000000010842021724855044 -16.0000000000000000104083408558608426
-9.02999999999999999975713871336324701 9.33254300796991043491699139261813495e-10 0.999999999999999999945789891375724778 1.34164725481672126358029251136372295 -0.466422064543927048082747055524066582 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-9.0200000000000000004163336342344337 9.54992586021435949693502942730767486e-10 0.999999999999999999945789891375724778 1.4376009343551550684467063567772982 -0.358921759378339597952719750018069078 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-9.01000000000000000020816681711721685 9.7723722095581068273935563975397503e-10 0.999999999999999999945789891375724778 1.54041715438916959005771767365899905 -0.267270873679776725369370421470094357 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-9 9.99999999999999999980512607045228075e-10 0.999999999999999999945789891375724778 0.825293359523586849899046136158631271 -0.757690587475827973516252777930191087 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.98999999999999999979183318288278315 1.02329299228075413094427829842202796e-09 0.999999999999999999945789891375724778 0.884317767213923910994775173799453682 -0.936733337638461405270755288920980774 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.9799999999999999995836663657655663 1.04712854805089953349308664051600241e-09 0.999999999999999999945789891375724778 0.947563559534335112096922748570193562 -1.28036679712284320235924500730462228 0.999999999999999999945789891375724778 -16.0000000000000000104083408558608426
-8.97000000000000000024286128663675299 1.07151930523760641739092605734681884e-09 0.999999999999999999945789891375724778 1.01533264698070406549610528168514634 -1.81438286341837479501409163828995474 0.999999999999999999837369674127174335 -16.0000000000000000104083408558608426
-8.96000000000000000003469446951953614 1.09647819614318501311012367254548287e-09 0.999999999999999999945789891375724778 1.08794853247782392121744549084993992 -1.05577140284779861297437958400635694 0.999999999999999999945789891375724778 -16.0000000000000000104083408558608426
-8.94999999999999999982652765240231929 1.12201845430196343556056128497497716e-09 0.999999999999999999945789891375724778 1.16575785565491136912003727887920945 -0.780525880197789626610375968152055748 0.999999999999999999945789891375724778 -16.0000000000000000104083408558608426
-8.93999999999999999961836083528510244 1.14815362149688275158114873465751391e-09 0.999999999999999999945789891375724778 1.2491320475666324978916352228530684 -0.603570402587462465982589415736114802 0.999999999999999999945789891375724778 -16.0000000000000000104083408558608426
-8.93000000000000000027755575615628914 1.17489755493952954173982262931128372e-09 0.999999999999999999945789891375724778 1.33846910375862678595649396529054798 -0.470480968572743469857970130543201037 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.92000000000000000006938893903907228 1.2022644346174129058705100521701096e-09 0.999999999999999999945789891375724778 0.956130322760963673417271280197127226 -1.35783556080410756981662057096826857 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.90999999999999999986122212192185543 1.23026877081238153428508252755937104e-09 0.999999999999999999945789891375724778 0.768384074371077132811769239140176069 -0.635231582358355593325490578981984413 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.89999999999999999965305530480463858 1.25892541179416721039159102272426061e-09 0.999999999999999999945789891375724778 1.09778449270098382457155894442735189 -1.0097300129872722809776242058887874 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.89000000000000000031225022567582528 1.28824955169313396288747058391899291e-09 0.999999999999999999945789891375724778 1.17629727691957640107849047961252609 -0.753754395743417861123006340484664634 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.88000000000000000010408340855860843 1.31825673855640710201081848172236576e-09 0.999999999999999999891579782751449557 0.945318930688314620772519369928943433 -1.26216300120692870919292954967616538 0.999999999999999999945789891375724778 -16.0000000000000000104083408558608426
-8.86999999999999999989591659144139157 1.34896288259165360925229663555899172e-09 0.999999999999999999891579782751449557 1.01292748383909989864318929031483663 -1.88848599647556956147333162565615794 0.999999999999999999945789891375724778 -16.0000000000000000104083408558608426
-8.85999999999999999968774977432417472 1.38038426460288483788688839156329664e-09 0.999999999999999999891579782751449557 1.08537135373934912584148460013011572 -1.0686878318866566225540590262532703 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.85000000000000000034694469519536142 1.41253754462275430214534358956886742e-09 0.999999999999999999891579782751449557 1.16299635888358772527282486430877384 -0.787822097034250271670088178188606776 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.84000000000000000013877787807814457 1.44543977074592751196199100402590562e-09 0.999999999999999999891579782751449557 0.830782033643205262431717661453234314 -0.771553528558317775929657061917410488 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.82999999999999999993061106096092772 1.47910838816820742222471764323719891e-09 0.999999999999999999891579782751449557 1.06823878499190367608647628250295725 -1.16596871449014257370556391091298565 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.81999999999999999972244424384371086 1.51356124843620816241699510949554525e-09 0.999999999999999999891579782751449557 0.817598914801706748640194172272899209 -0.738972582157665473410416284716362156 0.999999999999999999783159565502899113 -16.0000000000000000104083408558608426
-8.81000000000000000038163916471489756 1.54881661891248134466504960604284259e-09 0.999999999999999999891579782751449557 1.02208519134323674013888061384847106 -1.65589883371816039693384670083986521 0.999999999999999999837369674127174335 -16.0000000000000000104083408558608426
-8.80000000000000000017347234759768071 1.58489319246111348515781937437285301e-09 0.999999999999999999891579782751449557 1.31422081694610125854674742562622214 -0.502765046586480901394475978571918517 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.78999999999999999996530553048046386 1.62181009735892997284461621871782637e-09 0.999999999999999999891579782751449557 1.00586641193063281644708151230105386 -2.23162744477865187327399187910970113 0.999999999999999999837369674127174335 -16.0000000000000000104083408558608426
-8.77999999999999999975713871336324701 1.65958690743756063435757530899690434e-09 0.999999999999999999837369674127174335 1.0778052788737556983962931345111258 -1.10899093632691527855187174633755376 0.999999999999999999945789891375724778 -16.0000000000000000104083408558608426
-8.7700000000000000004163336342344337 1.69824365246174435461875760153707591e-09 0.999999999999999999837369674127174335 0.898247127244624375198064208936088448 -0.992453320636447729261985645221599839 0.999999999999999999837369674127174335 -16.0000000000000000104083408558608426
-8.76000000000000000020816681711721685 1.7378008287493754670427759952843851e-09 0.999999999999999999837369674127174335 0.962489137716835757335905043863277797 -1.425842952364452134988298537265905 0.999999999999999999783159565502899113 -16.0000000000000000104083408558608426
-8.75 1.77827941003892280126472245535294596e-09 0.999999999999999999837369674127174335 0.928193122930578059994344980454528127 -1.14383396062848515081691175288014506 0.999999999999999999837369674127174335 -16.0000000000000000104083408558608426
-8.73999999999999999979183318288278315 1.81970085860998344008704491407330712e-09 0.999999999999999999837369674127174335 0.904160772917179280609017988368236729 -1.01845669740697047976705352789750236 0.999999999999999999837369674127174335 -16.0000000000000000104083408558608426
-8.7299999999999999995836663657655663 1.86208713666286744870607403472972006e-09 0.999999999999999999837369674127174335 1.06570829554124448413244402589228343 -1.18237979816685585257238222389730709 0.999999999999999999837369674127174335 -16.0000000000000000104083408558608426
-8.72000000000000000024286128663675299 1.90546071796324718276453283667622133e-09 0.999999999999999999837369674127174335 1.14192701242430801869456175046124713 -0.847934939071364400379245823691221062 0.999999999999999999891579782751449557 -16.0000000000000000104083408558608426
-8.71000000000000000003469446951953614 1.94984459975804532351867502622376914e-09 0.999999999999999999783159565502899113 1.0196640324874583995087146126579114 -1.70632741694784392479707774148423027 0.999999999999999999837369674127174335 -16.0000000000000000104083408558608426
-8.69999999999999999982652765240231929 1.99526231496887960141203426836829649e-09 0.999999999999999999783159565502899113 1.09258969566673756334141548451910353 -1.03343734338377558792769483897444616 0.999999999999999999837369674127174335 -16.0000000000000000104083408558608426
-8.68999999999999999961836083528510244 2.0417379446695293313622573886653784e-09 0.999999999999999999783159565502899113 1.00348367280907754448514290768201818 -2.45796264123180165138762842680364429 0.999999999999999999837369674127174335 -16.0000000000000000104083408558608426
-8.68000000000000000027755575615628914 2.08929613085403948315238036818261001e-09 0.999999999999999999783159565502899113 0.940845611917456287607349624257935261 -1.22801303380274897314103355050463051 0.999999999999999999783159565502899113 -16.0000000000000000104083408558608426
-8.67000000000000000006938893903907228 2.1379620895022320975466461794644566e-09 0.999999999999999999783159565502899113 1.0081342364176434338177493210686464 -2.08968320918913277547436513348344533 0.999999999999999999837369674127174335 -16.0000000000000000104083408558608426
-8.65999999999999999986122212192185543 2.18776162394955256216858032750026211e-09 0.999999999999999999783159565502899113 0.960209152526647240926717385978150787 -1.40021681106519244215669051101258447 0.999999999999999999728949456878623891 -16.0000000000000000104083408558608426
-8.64999999999999999965305530480463858 2.23872113856833961188558573422745806e-09 0.999999999999999999728949456878623891 1.02888264399814390221993970486735748 -1.5393630527490620979848626181940574 0.999999999999999999728949456878623891 -16.0000000000000000104083408558608426
-8.64000000000000000031225022567582528 2.29086765276777304578773824540766414e-09 0.999999999999999999728949456878623891 0.992220854281130425070863582126534652 -2.10906809323547049560623745101395343 0.999999999999999999728949456878623891 -16.0000000000000000104083408558608426
-8.63000000000000000010408340855860843 2.34422881531992211822106863270333787e-09 0.999999999999999999728949456878623891 0.885986500351317658513358721528163642 -0.943043723436983741693212524026534993 0.999999999999999999783159565502899113 -16.0000000000000000104083408558608426
-8.61999999999999999989591659144139157 2.39883291901949046530770559627326609e-09 0.999999999999999999728949456878623891 1.03565633378873697971640777115709398 -1.44786331335288542506486292316125741 0.99999999999999999967473934825434867 -16.0000000000000000104083408558608426
-8.60999999999999999968774977432417472 2.45470891568503035617904825703284428e-09 0.99999999999999999967473934825434867 1.01724860897571455192311268289628856 -1.76324592311420163192551419095721599 0.999999999999999999728949456878623891 -16.0000000000000000104083408558608426
-8.60000000000000000034694469519536142 2.51188643150958011114172861465242798e-09 0.99999999999999999967473934825434867 1.00615525176330389170269163923165934 -2.21075417877206625567702846790751892 0.999999999999999999620529239630073448 -16.0000000000000000104083408558608426
-8.59000000000000000013877787807814457 2.57039578276886380069161981143015353e-09 0.99999999999999999967473934825434867 1.00110657802125690128431517722518151 -2.95601795995020501369929255552904124 0.99999999999999999967473934825434867 -16.0000000000000000104083408558608426
-8.57999999999999999993061106096092772 2.63026799189538191733414679704980629e-09 0.99999999999999999967473934825434867 1.00119135662012582977872798828400391 -2.92395821755173639707597876835620809 0.99999999999999999967473934825434867 -16.0000000000000000104083408558608426
-8.56999999999999999972244424384371086 2.69153480392691571732480039339382064e-09 0.999999999999999999620529239630073448 0.94658458840190635535894944641022164 -1.27233342075518869986397452187532053 0.999999999999999999620529239630073448 -16.0000000000000000104083408558608426
-8.56000000000000000038163916471489756 2.75422870333816644854985225875530563e-09 0.999999999999999999620529239630073448 0.957934568262312090682151360931939621 -1.37607464935307096775673335598000335 0.999999999999999999620529239630073448 -16.0000000000000000104083408558608426
-8.55000000000000000017347234759768071 2.81838293126445381903892894173877404e-09 0.999999999999999999620529239630073448 1.02644538304751911010712778216102947 -1.57765013807138868180950791453298621 0.999999999999999999620529239630073448 -16.0000000000000000104083408558608426
-8.53999999999999999996530553048046386 2.8840315031266059424385374065896893e-09 0.999999999999999999566319131005798226 0.989870439336683822172634206193464479 -1.99440939033913897918039864753936286 0.999999999999999999566319131005798226 -16.0000000000000000104083408558608426
-8.52999999999999999975713871336324701 2.951209226666385708006908591694117e-09 0.999999999999999999566319131005798226 0.964241168575716071768334780589526645 -1.44661668210983278260155920902363391 0.999999999999999999566319131005798226 -16.0000000000000000104083408558608426
-8.5200000000000000004163336342344337 3.01995172040201619862106219504962232e-09 0.999999999999999999566319131005798226 1.03320302703374901462547719166451543 -1.47882232099094923310177163155998414 0.999999999999999999566319131005798226 -16.0000000000000000104083408558608426
-8.51000000000000000020816681711721685 3.09029543251359051946761013207765279e-09 0.999999999999999999512109022381523005 0.97424535093300327026578575018156414 -1.5891443634423108742428215611752762 0.999999999999999999512109022381523005 -16.0000000000000000104083408558608426
-8.5 3.16227766016837933196842708537314184e-09 0.999999999999999999512109022381523005 1.04392270156269971318786782266130331 -1.35731095549580910836727498658405011 0.999999999999999999457898913757247783 -16.0000000000000000104083408558608426
-8.48999999999999999979183318288278315 3.23593656929628262677761076924584661e-09 0.999999999999999999457898913757247783 1.03572530361132328130448904124349951 -1.4470240716717143097730033374226366 0.999999999999999999512109022381523005 -16.0000000000000000104083408558608426
-8.4799999999999999995836663657655663 3.31131121482591094299877358303503999e-09 0.999999999999999999457898913757247783 0.966599701904857434430363288813126132 -1.47624965712562770231951192467789724 0.999999999999999999457898913757247783 -16.0000000000000000104083408558608426
-8.47000000000000000024286128663675299 3.38844156139202547049237661854150061e-09 0.999999999999999999403688805132972561 1.00336367099584623438762037705984653 -2.47318648959116630021461136212934662 0.999999999999999999512109022381523005 -16.0000000000000000104083408558608426
-8.46000000000000000003469446951953614 3.46736850452531639458670094070912394e-09 0.999999999999999999403688805132972561 0.982970097047884308345388343353121741 -1.76878782693350746000986173367408583 0.999999999999999999457898913757247783 -16.0000000000000000104083408558608426
-8.44999999999999999982652765240231929 3.5481338923357545842947912957379606e-09 0.99999999999999999934947869650869734 0.996337844352248762531953918397675807 -2.4362632013988852971737159025522601 0.999999999999999999295268587884422118 -16.0000000000000000104083408558608426
-8.43999999999999999961836083528510244 3.63078054770101342460795225667770454e-09 0.99999999999999999934947869650869734 0.987525592155086832284530129477673199 -1.90398006099839342390202256982689732 0.999999999999999999241058479260146896 -16.0000000000000000104083408558608426
-8.43000000000000000027755575615628914 3.71535229097172538609149714848012761e-09 0.999999999999999999295268587884422118 0.984328126893371639768645642298849907 -1.80487909343204127612068921049370829 0.99999999999999999934947869650869734 -16.0000000000000000104083408558608426
-8.42000000000000000006938893903907228 3.80189396320561196150394613796863872e-09 0.999999999999999999295268587884422118 1.03075553177610597583354484774176285 -1.51207675944069407710391300669883208 0.999999999999999999295268587884422118 -16.0000000000000000104083408558608426
